serial,clave,event,level0,name0,level1,name1,level2,name2,place,d_year,d_month,d_day,duration,cause,descr_cause,sources,magnitude,glide,other,killed,injured,missing,houses_destroyed,houses_damaged,victims,affected,relocated,evacuated,value_us,value_local,nschools,nhospitals,nhectares,ncatle,mts_roads,with_killed,with_injured,with_missing,with_houses_destroyed,with_hauses_damaged,with_victims,with_affected,with_relocated,with_evacuated,education,health,agriculture,water,sewage,industries,communications,transportation,power,relief,with_other,latitude,longitude,comments,defaultab,approved,uu_id
1988-0006,25680,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona Alto Tacagua de la ciudad de La Paz,1988,2,11,0,Lluvias,Deslizamiento de tierra de alta magnitud,Quipus (D. Civil) EL DIARIO 12/feb pág 4,ALTA,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ma.Más de 100.000 m² de tierra se deslizáron. Las lluvias ablandaron el terreno en forma paulatina. Esta ficha se complementó con datos de la base de la Defensa Civi. Base DC: Fecha: sólo se registró el año  V. Destruidas: 1.,,0,4cfd97d3-fc2b-48e0-b9cc-78fc1a5255db
1988-0007,25681,Inundación,09,PANDO,,,,,,1988,2,24,0,Desbordamiento,Crecida de ríos Beni  Orthon y Manuripi,EL DIARIO 25/feb pág 1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,G.Fuente no indica mayores detalles de sitio o ubicación  reporta que debido a las fuertes lluvias se presenta crecida de ríos Beni  Orthon y Manuripi provocando inundaciones en extensas regiones de Pando,,0,b00d63e7-f988-4b3d-83bd-4ca4ee41ad9c
1988-0008,25682,Inundación,03,COCHABAMBA,0301,Cercado,030101,Cochabamba,Zonas bajas de la ciudad de Cochabamba,1988,3,7,0,Lluvias,Doce horas de lluvias contínuas,EL DIARIO 08/mar pág 9,,,Enseres personales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,G.Anegamiento del aeropuerto  Jorge Willstermann  de la ciudad de Cochabamba,,0,c0982b24-ddf7-427b-8518-7d509a9b5d86
1988-0009,25683,Inundación,06,TARIJA,0601,Cercado,060101,Tarija,Capital,1988,3,8,0,Desbordamiento,Desborde del río Zalo,EL DIARIO 09/mar pág 5,,,Animales y aves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,,0,1e316e2c-fc00-4e91-a3b5-bce91bc7c873
1988-0010,25684,Inundación,07,SANTA CRUZ,0711,Ñuflo de Chavez,,,Veinte poblaciones afectadas,1988,3,27,0,Desbordamiento,Desborde del río de Santa Cruz (Río Grande),EL DIARIO 28/mar pág 4,,,,0,0,0,0,0,5000,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,,,0,4458be8b-4d88-4f5d-bd0b-8fb1fc1923c0
1988-0011,25685,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona IV Centenario de la ciudad de La Paz,1988,3,27,0,Lluvias,Lluvias provocan deslizamientos,Quipus (D. Civil) EL DIARIO 29/mar pág 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ma.120 mil m3 de tierra deslizadas. Esta ficha se complementó con datos de la base de la Defensa  Civil. DC:,,0,18600878-00e2-4703-8d1a-c804e5586665
1988-0012,25686,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Entre Villa El Carmen y Villa Fátima de la ciudad de La Paz,1988,3,27,0,Lluvias,Lluvias provocan deslizamientos en dos Villas de la ciudad,EL DIARIO 29/mar pág 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,d684fe21-abee-42e5-aab8-f2337ed3f2c6
1988-0013,25687,Lluvias,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Final Avenida Buenos Aires de la ciudad de La Paz,1988,3,28,0,Condiciones atmosféricas,Lluvias provocan humedad en suelo,EL DIARIO 29/mar pág 3,,,Enseres personales,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vd.Un edificio se derrumbó por la humedad del suelo a consecuencia de las lluvias en la avenida Buenos Aires de la ciudad de La Paz,,0,ecf41d0c-c26f-4ccd-bf44-1d3105d27106
1988-0014,25688,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Villa Armonía de la ciudad de La Paz,1988,4,1,0,Lluvias,Asentamientos de tierra afectados,EL DIARIO 01/abr pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,G.Servicio de agua afectado. Constantes agrietamientos,,0,940d0ae2-9eae-4f28-a1d9-665ce91e0d84
1988-0015,25689,Lluvias,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona Bella Vista de la ciudad de La Paz,1988,4,1,0,Condiciones atmosféricas,Una vivienda se derrumbó por la humedad,EL DIARIO 01/abr pág 6,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S.Una persona muerta a consecuencia de la destrucción de su vivienda por las lluvias/Vd.Una vivienda se derrumba por las lluvias/G.El hecho ocurrió en la madrugada del 1° de abril/1988,,0,36e77faf-12e3-412f-8af8-ca8e18c64e16
1988-0016,25690,Lluvias,04,ORURO,0401,Cercado,040101,Oruro,Avenida 6° de octubre de la ciudad de La Paz,1988,4,1,0,Condiciones atmosféricas,Lluvias provocan que el techo de una casa se hunda,EL DIARIO 01/abr pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Va.Se tiene el reporte de graves daños a la casa afectada,,0,a5e58d30-3a82-4eba-a526-345727be7bbd
1988-0017,25691,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Villa Armonía de la ciudad de La Paz,1988,4,2,0,Lluvias,Deslizamientos con sifonamientos,EL DIARIO 03/abr pág 6,,,,0,0,0,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Vd.Ocho viviendas destruídas afecta a familias de la zona,,0,3cf15c53-e2b8-4637-b968-01423244f301
1988-0018,25692,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Avenida Kantutani de la ciudad de La Paz,1988,4,3,0,Lluvias,Intensas precipitaciones pluviales,EL DIARIO 04/abr pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,2a16a8a0-17f1-440a-9e73-fa1ba0c98484
2000-0017,26166,Sequía,06,TARIJA,0603,Gran Chaco,,,,2000,10,16,0,Condiciones atmosféricas,Muere ganado por falta de pastizales,EL DIARIO 17/oct pág 7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P.Pérdida de ganado vacuno,,0,50f61d2c-d433-4347-8e86-076eabde58e4
1988-0019,25693,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Río Abajo de la ciudad de La Paz,1988,4,3,0,Lluvias,Deslizamiento de proporciones,EL DIARIO 04/abr pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ma.2500 m3 de tierrra deslizados./T.Tráfico vehicular paralizado a consecuencia del deslizamiento,,0,a1a7dd0e-fdef-4efa-a111-493260cf33be
1988-0020,25694,Granizada,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Miraflores bajo de la ciudad de La Paz,1988,4,3,0,Condiciones atmosféricas,Fuerte granizo se prolongó por veinte minutos,EL DIARIO 04/abr pág 2,,,Techos de vidrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,V.Calles intransitables por el granizo de 10 cm de espesos/Al.Obstrucción de las bocas tormenta,,0,d114f8c5-8349-462d-8874-fd140ac833b2
1988-0021,25695,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Calles Linares y Rodríguez de la ciudad de La Paz,1988,4,3,0,Lluvias,Lluvias provocan deslizamientos,EL DIARIO 04/abr pág 3,,,,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,c31376f8-7fe9-4412-83f6-3a7c95585caa
1988-0022,25696,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona de Cotahuma de la ciudad de La Paz,1988,4,4,0,Lluvias,Lluvias provocan deslizamientos,EL DIARIO 05/abr pág 1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,c75f31a2-3841-4122-a6f9-1180aea26766
1988-0023,25697,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona de Tacagua de la ciudad de La Paz,1988,4,4,0,Lluvias,Gran deslizamiento a consecuencia de las lluvias,Quipus (D.Civil)  EL DIARIO 05/abr pág 5,ALTA,,,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ma.10 mil m3 de tierra deslizada provoca obstrucción de embovedado. Esta ficha se complementado con datos de la base de la Defensa Civil.,,0,f2685c26-b6ab-4a8c-b8b4-e320dd4a9842
1988-0024,25698,Lluvias,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Villa Copacabana de la ciudad de La Paz,1988,4,4,0,Condiciones atmosféricas,Las lluvias humedecieron el terreno,EL DIARIO 05/abr pág 5,,,,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vd.Una casa destruída a consecuencia de las lluvias/Va.La fuente reporta el caso de dos viviendas afectadas,,0,f990618c-4fa9-4933-a5e2-a1838f62b1a6
1988-0025,25699,Deslizamiento,02,LA PAZ,0201,Murillo,020102,Palca,Palca,1988,4,5,0,Lluvias,Lluvias provocan deslizamiento en comunidad campesina Uny,EL DIARIO 06/abr pág 3,,,,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V.15 km de vías afectadas por el deslizamiento,,0,1578c0fc-a133-4106-88ea-c4dc254d1537
1988-0026,25700,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Autopista y Ciudadela Ferroviaria de la ciudad de La Paz,1988,4,6,0,Lluvias,Cede el terreno a consecuencia de las lluvias,EL DIARIO 07/abr pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,0,a44f43ee-011c-4b54-858e-468dff57d15b
1988-0029,25703,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona de Sopocachi bajo de la ciudad de La Paz,1988,6,10,0,Lluvias,Lluvias provocan deslizamiento en zona de la capital paceña,EL DIARIO 11/jun pág 1,,,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Va.La fuente reporta ocho casas afectadas por deslizamientos,,0,7d354f46-abae-4028-8e52-5f99d222a33b
1988-0030,25704,Sequía,07,SANTA CRUZ,0711,Ñuflo de Chavez,,,,1988,7,28,60,Condiciones atmosféricas,Sequía afecta sector agropecuario,EL DIARIO 29/jul  pág 8,,,Yuca y plátano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A.La sequía afecta varios productos del sector agropecuario  principalmente al arrocero,,0,533a89e6-5a85-4f68-89c5-5108ee94c7bd
1988-0031,25705,Sequía,07,SANTA CRUZ,0710,Obispo Santistevan,,,,1988,7,28,60,Condiciones atmosféricas,Sequía afecta sector agropecuario en Santa Cruz,EL DIARIO 29/jul pág 8,,,Maiz  yuca y plátano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A.Sequía afecta varios productos del sector agropecuario  principalmente el sector arrocero,,0,5808d83c-ba06-4a98-8888-db0131d6b137
1988-0032,25706,Sequía,07,SANTA CRUZ,0713,Manuel Maria Caballero,,,,1988,7,28,60,Condiciones atmosféricas,Sequía afecta sector agropecuario en Santa Cruz,EL DIARIO 29/jul pág 8,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A.Sequía afecta sector agropecuario en Santa Cruz  sobre todo el sector arrocero,,0,0f0773b6-16a8-4f6f-963b-cae45571d465
1988-0033,25707,Incendio forestal,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona de Pura Pura de la ciudad de La Paz,1988,8,15,0,Desconocida,Incendio destruye área de cultivo y bosque en la zona,EL DIARIO 16/ago pág 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,G. 250 m² son destruidos en la zona de Pura Pura como consecuencia del incendio,,0,bd96c7f3-bdf1-421d-ab73-098e997d8789
1988-0034,25708,Sequía,07,SANTA CRUZ,0701,Andres Ibañez,070101,Santa Cruz de la Sierra,Capital,1988,8,15,0,Condiciones atmosféricas,Falta de lluvias provoca sequía,EL DIARIO 16/ago pág 5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P.A consecuencia de la sequía el sector ganadero se ve afectado/G.El 16 de octubre el periódico  El Diario  informa en la página 10 que continua la sequía en Santa Cruz,,0,a5e0a4f5-de1a-442a-acd2-c32219b782c9
1988-0035,25709,Contaminación,02,LA PAZ,,,,,Yungas,1988,8,21,0,Negligencia,Quema excesiva,EL DIARIO 22/agosto,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G.La quema excesiva de los campos  chaqueo  que realizan los pobladores de la zona de los yungas provocan contaminación e incluso resta la visibilidad por los gases emitidos al medio ambiente. Fuente no especifica que lugar de los yungas es el afectado ni,,0,20bcf19f-231d-4f2d-a113-7424e6ded465
1988-0036,25710,Sequía,03,COCHABAMBA,0310,Chapare,,,,1988,9,9,0,Condiciones atmosféricas,Drástica sequía después de 36 años,EL DIARIO 09/sep págs 1 y 7 / C.D.F.,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G.Evento tiene relación con dos fichas anteriores (1988-0039 / 1988-0040). CDF = Centro de Desarrollo Forestal,,0,0a96827d-15d7-4950-802d-e3aac4adbb44
1988-0037,25711,Deslizamiento,03,COCHABAMBA,,,,,Cochabamba-Oruro  zona roja -Challa ,1988,9,26,0,Lluvias,Deslizamiento a consecuencia de lluvias,EL DIARIO 27/sep pág 5 / S.N.C.,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,G.SNC = Servicio Nacional de Caminos,,0,7413dffd-d35c-4cd4-a42c-34030cda1860
1988-0038,25712,Incendio,08,BENI,0802,Vaca Diez,080201,Riberalta,Barrio San Martín de Riberalta,1988,10,18,0,Desconocida,Incendio en la ciudad,EL DIARIO 19/oct pág 3,,,Enseres domésticos,0,0,0,0,0,600,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,4f1a2b68-9263-41d6-aa84-6cc2051011e7
1988-0039,25713,Sequía,01,CHUQUISACA,0110,Luis Calvo,,,,1988,11,6,0,Condiciones atmosféricas,Falta de lluvias provoca sequía,EL DIARIO 07/nov pág 1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,c00f7371-bfa5-4935-91c3-8811d0525617
1988-0040,25714,Sequía,01,CHUQUISACA,0105,Hernando Siles,,,,1988,11,6,0,Condiciones atmosféricas,Falta de lluvias provoca sequía,EL DIARIO 07/nov pág 1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G.Déficit de las precipitaciones pluviales,,0,8d59eb92-407b-436b-9a9c-e31aef6beb57
1988-0041,25715,Sequía,01,CHUQUISACA,,,,,Chaco,1988,12,6,0,Condiciones atmosféricas,Temperatura alcanza los 43° en la sombra,EL DIARIO 07/dic pág 9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S.Las altas temperaturas pueden provocar enfermedades /G.El chaco boliviano comprende tres departamentos:Santa Cruz  Tarija y Chuquisaca,,0,0c34a5e1-0024-4d69-a567-214db46af8db
1988-0042,25716,Aluvión,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona de Tacagua de la ciudad de La Paz,1988,12,25,0,Lluvias,Lluvias provocan aluvión en la zona de Tacagua,EL DIARIO 27/dic pág 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Al.Se tiene antecedentes de que las  quebradas   se encuentran taponeadas por basura  presentando problemas en el alcantarillado/Va.Viviendas afectadas a consecuencia del aluvión en la zona de Tacagua,,0,9d594bd2-2034-4211-aa9b-9345f77ef34e
1988-0043,25717,Aluvión,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Villa Fátima de la ciudad de La Paz,1988,12,26,0,Lluvias,El aluvión descendió desde la parte alta del río Rosasani,EL DIARIO 28/dic pág 3,,,Tiendas de comercio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Va.Se reportó el caso de viviendas afectadas por el aluvión,,0,35f46b72-dedb-4ff4-b95a-b417d9b609d2
1988-0044,25718,Granizada,06,TARIJA,0604,Avilez,,,,1988,11,21,0,Condiciones atmosféricas,Fuerte granizada destroza cultivos,EL DIARIO 29/dic pág 3,,,Cultivos de vid en su totalidad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,,,0,4643d2e3-fecc-43a0-8902-fddae2a64e73
1989-0001,25719,Inundación,02,LA PAZ,0201,Murillo,020105,El Alto,Ciudad de El Alto,1989,1,5,0,Lluvias,Intensas lluvias,EL DIARIO 06/ene pág,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,6d8241ab-800e-487c-ad1e-875cc28162cc
1989-0002,25720,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Cerro Laikakota de la ciudad de La Paz,1989,1,21,0,Lluvias,Lluvias provocan deslizamiento,EL DIARIO 22/ene Primera Plana,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,204e7c42-9a85-4ba7-b0e4-27b00094e981
1989-0003,25721,Inundación,08,BENI,0803,Gral. Jose Ballivian,080302,San Borja,San Borja,1989,2,2,0,Desbordamiento,Desboramiento del río Maniqui,EL DIARIO 03/feb pág 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,6a77d5e2-4091-4e0d-87ba-7c8260001993
1989-0004,25722,Granizada,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Ciudad de La Paz,1989,2,20,0,Condiciones atmosféricas,Tormenta de granizo,EL DIARIO 21/feb Primera Plana,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,0,a7d15024-55b1-40aa-9ece-9e80675a4d39
2002-0002,26232,Deslizamiento,03,COCHABAMBA,0311,Tapacari,,,,2002,1,11,0,Lluvias,Los derrumbes aislaron varias comunidades,EL DIARIO 12/ene pág 11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,83c118c2-1bf0-4162-b044-d851a4b850d8
1989-0005,25723,Epidemia,03,COCHABAMBA,0310,Chapare,,,,1989,1,12,120,Virus,Fiebre Amarilla,EL DIARIO 22/abr Primera Plana,,,,57,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,S.Fuente reporta el caso de 57 personas fallecidas y 82 enfermas a consecuencia de la epidemia de fiebre amarilla en el Chapare cochabambino.La fiebre amarilla se adquiere por la picadura de mosquito Aedes (urbano) ó del mosquito Aemagogus (selvático)/G.,,0,9fad6741-1002-4976-8ce8-8891fe7f18d9
1989-0006,25724,Colapso estructural,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona Norte de la ciudad de La Paz,1989,6,1,0,Deterioro,Una pared se derrumbó,EL DIARIO 02/jun pág 6,,,,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ed.Una pared del colegio Villamil se desmoronó a consecuencia del deterioro de la misma/S.Se reportan 16 personas heridas a consecuencia de la estructura,,0,16a3a9af-2d2d-42ca-8d22-dc29fb03455b
1989-0007,25725,Deslizamiento,02,LA PAZ,0201,Murillo,020103,Mecapaca,Bella Vista,1989,6,11,0,Diseño,Agrietamiento de una bóveda,Quipus,,,,0,0,0,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Esta ficha se completó con datos de la Base de datos de la Defensa Civil.Observaciones: Alto grado de humedad  vibración equipo pesado ausencia alcantarillado  ocasiona el derrumbe de un edificio de 5 niveles  otro de 4 niveles y 2 viviendas.//Otra Fuente: EL DIARIO 12/jun Primera Plana. En esta fuente el  evento lo registraron en el muncipio de La Paz en Bella Vista c.22 zona sur de la ciudad de La Paz.  Error en canalización de riachuelo ocasiona el siniestro.Vd.Cuatro viviendas destruidas por deslizamiento/Va. Fuente reporta el caso de viviendas afectadas a consecuencia de evento/T.Transporte pejudicado en la zona por el deslizamiento de 2.800 m²,,0,01fb0637-bb8b-4bc0-9992-f8a6024680b1
1989-0008,25726,Incendio,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Barrio Petrolero de Villa Fátima en la ciudad de La Paz,1989,6,23,0,Comportamiento,Irresponsabilidad de ciudadanos al encender fogatas,EL DIARIO 24/jun Primera Plana,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,G.Personas irresponsables encienden fogatas la noche de  San Juan  sin tomar precauciones y provocan incendio/I.Fabrica textil  Universaltex  afectada por incendio de gran proporción,,0,d367135f-f472-4da7-b27c-b41af0331b21
1989-0009,25727,Colapso estructural,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Calle Armentia de la ciudad de La Paz,1989,9,12,0,Deterioro,Muro de contención cae sobre una pared de una casa,EL DIARIO 13/sep pág 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,1874dd35-ef30-4b9f-96e6-ce91bb47a462
1989-0010,25728,Vientos fuertes,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Ciudad de La Paz,1989,9,22,0,Condiciones atmosféricas,Fuertes vientos,EL DIARIO 23/sep pág 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,3eb32fd9-3694-49b2-83cf-a8b3ef085a18
1989-0011,25729,Granizada,06,TARIJA,0601,Cercado,060101,Tarija,Comunidad de San Andrés,1989,10,7,0,Condiciones atmosféricas,Fuerte granizada arrasó con productos agrícolas,EL DIARIO 10/oct pág 8,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,de42fba2-3510-4b6d-839e-ddc3efd4977a
1989-0012,25730,Sequía,03,COCHABAMBA,0313,Mizque,,,,1989,10,16,0,Condiciones atmosféricas,Intensa sequía afecta sector agropecuario,EL DIARIO 17/oct pág 9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,33d1f3d5-5fbe-407a-acd5-4bac94f81596
1989-0013,25731,Sequía,03,COCHABAMBA,0302,Campero,030201,Aiquile,Aiquile,1989,10,16,0,Condiciones atmosféricas,Intensa sequía afecta sector agropecuario,EL DIARIO 17/oct pág 9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,ffbd1209-008c-47c3-add2-0727147fe501
