serial,clave,event,level0,name0,level1,name1,level2,name2,place,d_year,d_month,d_day,duration,cause,descr_cause,sources,magnitude,glide,other,killed,injured,missing,houses_destroyed,houses_damaged,victims,affected,relocated,evacuated,value_us,value_local,nschools,nhospitals,nhectares,ncatle,mts_roads,with_killed,with_injured,with_missing,with_houses_destroyed,with_hauses_damaged,with_victims,with_affected,with_relocated,with_evacuated,education,health,agriculture,water,sewage,industries,communications,transportation,power,relief,with_other,latitude,longitude,comments,defaultab,approved,uu_id
2012-0147,29527,Granizada,02,LA PAZ,0203,Pacajes,020304,Comanche,Varias comunidades,2012,3,7,0,Condiciones atmosféricas,,GOB-LP,,,,0,0,0,0,0,0,450,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Produjo desborde de rio que afecto cultivos de papa y forrajes asi como caminos vecinales,,0,cb38549c-ea22-41cc-9d08-a2234684fddc
2012-0148,29528,Inundación,02,LA PAZ,0209,Loayza,020901,Luribay,Pucuma; Villa Florida; Molincate; Carayapu; Taucarasi; Chapi,2012,3,7,10,Desbordamiento,Desborde de río por lluvias intensas,Defensa Civil; EDAN-060/12-0,,,,0,0,0,0,0,3565,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Afectó produccion agricola; fuente de subsistencia en un 80%,,0,99b7c031-8bda-490e-994b-c0326e689d01
2012-0149,29529,Inundación,02,LA PAZ,0204,Camacho,020402,Mocomoco,36 comunidades,2012,3,8,1,Lluvias,Lluvia Intensa,Defensa Civil; EDAN-046/12-0,,,,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pérdidas de 90% en cultivos de papa; maíz; oca; forraje; poblacion total 3500 fam,,0,d56f42ed-ae52-40a4-adf9-071553e352e6
2012-0150,29530,Vientos fuertes,03,COCHABAMBA,0316,Tiraque,031602,Shinahota,Central Mandiola; Sindicato Ivirizu Ramal,2012,3,8,1,Condiciones atmosféricas,,Defensa Civil;,,,,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Produjo la caida de un arbol sobre el domicilio de Marcos Sacaico Vera (27 años) quien fallecio producto de lo ocurrido,,0,6531f329-06fd-4bfc-a377-13bf5ce95dac
2012-0151,29531,Riada,03,COCHABAMBA,0310,Chapare,031003,Villa Tunari,Rio ¨24¨; Isinuta; Isiboro; Isibiorito; Bolivar; Santisima; ,2012,3,8,1,Lluvias,Fuerte lluvia,Defensa Civil; VALI-055/12-0,,,,0,0,0,0,0,7800,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Afecto 40% de produccion agricola,,0,6dd16b40-25f2-47fc-80cb-b798cbae1b58
2012-0152,29532,Inundación,02,LA PAZ,0202,Omasuyos,020201,Achacachi,Chijpa Grande; Huatajata; Chahuira Grande; Tajara Chico; Chi,2012,3,9,2,Lluvias,Lluvia intensa,Defensa Civil; EDAN-078/12-0,,,,0,0,0,0,0,11765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Afectacion en 70% de produccion agricola; falta de forraje para ganado vacuno; ovino; aves de corral,,0,1aa77c8b-cc34-4abc-9b22-cd58d22a9254
2012-0153,29533,Inundación,02,LA PAZ,0217,Manco Kapac,021702,San Pedro de Tiquina,Lupalaya; Silaya; Ojjelaya; Camacachi; Chicharro; Isla Taqui,2012,3,10,20,Lluvias,Granizada,Defensa Civil; EDAN-050/12-1,,,,0,0,0,0,60,3135,0,0,0,0,0,0,0,49,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Perdida de 80% de cultivos y 10% de viviendas,,0,fe591c81-1001-43b1-8136-86c3993f6d85
2012-0154,29534,Inundación,02,LA PAZ,0208,Ingavi,020805,San Andres de Machaca,Marca Aransaya; Urinsaya; Alircaya; Masaya,2012,3,10,70,Desbordamiento,Desborde de los rios Llinki; Jacha Jahuira y Mauri por lluvi,Defensa Civil; EDAN-056/12-0,,,,0,0,0,0,0,3500,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Afectaron cultivos de papa y forrajes,,0,60bc6dd7-2f6c-4303-be7c-2945bb9a3647
2012-0155,29535,Granizada,02,LA PAZ,0202,Omasuyos,020201,Achacachi,Toke Ajllata Alta,2012,3,10,60,Condiciones atmosféricas,,Defensa Civil; EDAN-063/12-,,,,0,0,0,0,0,1075,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cultivos afectados,,0,5495bb21-eecd-43ef-b71e-d9ce92086725
2012-0156,29536,Tormenta eléctrica,09,PANDO,0901,Nicolas Suarez,090101,Cobija,Nuevo Triunfo,2012,3,11,1,Condiciones atmosféricas,,Defensa Civil; RAD 80/11,,,,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A consecuencia de una tormenta electrica cayo un rayo sobre la cancha de futbol de la comunidad Nuevo triunfo ocasionando heridas y paralisis temporal a las personas afectadas,,0,c1c1bb9a-4f93-4738-a2fa-f4106ba7acf3
2012-0157,29537,Riada,05,POTOSI,0506,Nor Chichas,050601,Cotagaita,Tablaya Chica,2012,3,12,1,Desbordamiento,Desborde de río,Defensa Civil; RAD 041/12,,,,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Afectó cultivos y prdujo la muerte del Sr Cristobal Coraite Cruz de 53 años; encontrado en la comunidad Cienega el 13 de marzo,,0,b964996b-ec74-4f86-b19a-4040526ed1f0
2012-0158,29538,Granizada,04,ORURO,0401,Cercado,040104,Soracachi,Cohani; Lequepampa; Chacarilla Jancuyo; Cotohuma; Yarvicoya;,2012,3,13,1,Condiciones atmosféricas,,Defensa Civil; VALI-047/12-0,,,,0,0,0,0,0,1675,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Afectó 70% de cultivos de papa; cebada; trigo; haba; quinua; alfalfa; cebolla Presencia de nevadas,,0,cb8027cc-3949-4929-bf75-5feeb923840d
2012-0159,29539,Granizada,01,CHUQUISACA,0109,Sur Cinti,010902,Culpina,La Banda; Sajlina; Huajlina; Tojlasa; Carapari; Manzanal,2012,3,13,15,Condiciones atmosféricas,Lluvia intensa,Defensa Civil; VALI-078/12-0,,,,0,0,0,0,4,590,0,0,0,0,0,0,0,126,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Daño de 70% en cultivos,,0,9ec315d4-6b87-407a-a93f-3ffe9e758c61
2012-0160,29540,Riada,09,PANDO,0901,Nicolas Suarez,090104,Bella Flor,Pto Evo Morales,2012,3,14,1,Desbordamiento,Desborde,Defensa Civil; VALI-000/12-3,,,,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Crecida de ríos por intensas lluvias,,0,fe344046-2f1e-4b88-a8be-d4378c98f80b
2012-0161,29541,Vientos fuertes,01,CHUQUISACA,0101,Oropeza,010103,Poroma,Challcha; La Kasa; Katari; Soicoco; Jatun Kuri; Huañoma Alta,2012,3,14,15,Condiciones atmosféricas,Viento con granizada,Defensa Civil; VALI-038/12-0,,,Animales domesticos,0,0,0,0,0,3270,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Tambien se produjo una riada; afectando a la producción agrícola de la zona en un 85 a 90%; asi como animales domesticos,,0,16fdd35c-e288-4795-8dba-308d6fa6a6f2
2012-0162,29542,Inundación,02,LA PAZ,0209,Loayza,020905,Cairoma,Teneria; Cotapampa; Toldojani; Machacamarca; Tacopampa; Wila,2012,3,14,2,Lluvias,Lluvia Intensa,Defensa Civil; EDAN-068/12-0,,,,0,0,0,0,0,2500,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Afecto 80% de produccion agricola,,0,f60237b5-7ff3-4f57-bf0f-06c76a44b4ab
2012-0163,29543,Riada,01,CHUQUISACA,0101,Oropeza,010103,Poroma,Marquilla,2012,3,14,1,Lluvias,Lluvias intensas y granizada,Defensa Civil; GAM,,,,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A hrs 14:00 aprox; 2 hermanas Erlinda (6) y Fidelia Pacheco (2 años) fueron arrastradas por la riada ocurrida en la quebrada Marquilla; los cuerpos fueron rescatados a 2 Km de distancia,,0,4917f0f1-10ab-4038-a7c0-900bace61996
2012-0164,29544,Riada,02,LA PAZ,0201,Murillo,020102,Palca,Tirata,2012,3,15,1,Lluvias,Fuerte lluvia; crecida del río la Paz,Defensa Civil; EDAN-083/12-0,,,,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Se ha registrado 90% pérdida de cultivos,,0,11889f66-1a63-4906-aeec-54e9cb1d16ae
2012-0165,29545,Inundación,02,LA PAZ,0206,Larecaja,020608,Teoponte,Varias comunidades,2012,3,15,0,Desbordamiento,Desborde de río por lluvias intensas,GOB-LP,,,,0,0,0,0,0,0,600,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cultivos de arroz afectados,,0,515cb11c-4695-4810-be9d-32632ad7ebe3
2012-0166,29546,Inundación,04,ORURO,0409,Atahuallpa,040903,Chipaya,Ayllus Aranzaya; Ayparavi; Manazaya; Vistrullani,2012,3,15,80,Lluvias,Lluvia Intensa,Defensa Civil; VALI-049/12-0,,,,0,0,0,0,0,1605,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Afectó 70% de cultivos de papa; quinua; cañahua; cebada; pastizales,,0,544e7acb-b116-48ee-88b1-855a86c5d3f0
2012-0167,29547,Riada,03,COCHABAMBA,0309,Quillacollo,030903,Tiquipaya,Cuatro Esquinas; Monte Huayco; Titiri; Millu Mayu; Corral Pa,2012,3,15,1,Lluvias,Fuertes lluvias,Defensa Civil; VALI-072/12-0,,,,0,0,0,0,0,3125,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Perdida produccion agricola,,0,c9114df1-0d7c-4f2c-82ff-e77d5e768c55
2012-0168,29548,Inundación,08,BENI,0801,Cercado,080101,Trinidad,Trinidad y otras comunidades,2012,3,16,0,Desbordamiento,Fuertes lluvias y desborde de ríos,Defensa Civil; EDAN-099/12-0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Anegamiento de calles y avenidas,,0,716b576d-4b08-437c-9cb2-58549e0fd478
2012-0169,29549,Granizada,06,TARIJA,0604,Avilez,060401,Uriondo,Colon Sud; Guaranguay Sud; Guaranguay Norte; Barrancas; Alme,2012,3,17,1,Condiciones atmosféricas,,Defensa Civil; VALI-085/12-0,,,,0,0,0,0,5,1185,0,0,0,0,0,0,0,237,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Pérdida de 70% de cultivos de la región,,0,5423b171-388e-4458-b61f-96d04becf0dd
2012-0170,29550,Inundación,07,SANTA CRUZ,0707,Cordillera,070702,Charagua,Kopere Brecha; Yapiroa; Kopere Montenegro; Kopere Loma; Kope,2012,3,20,2,Inundación,,Defensa Civil; VALI-074/12-0,,,,0,0,0,0,0,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Cultivos afectados,,0,68e1b378-fba8-4398-8d0f-55bf18435827
2012-0171,29551,Inundación,07,SANTA CRUZ,0715,Guarayos,071503,El Puente,1º de Octubre; Arca de Noé; Cerebo; Lagunillas; Nuevo Horizo,2012,3,20,1,Inundación,,Defensa Civil; VALI-108/12-0,,,,0,0,0,0,0,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Cultivos afectados,,0,b0189557-0c17-4737-b17f-261c7359d081
2012-0172,29552,Granizada,03,COCHABAMBA,0304,Esteban Arze,030401,Tarata,Ayunas Mayu; Villa Carreño; Yana Loma; Kellumayu; Potrero; I,2012,3,22,1,Condiciones atmosféricas,,Defensa Civil; VALI-062/12-0,,,,0,0,0,0,0,970,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Afectacion de produccion agricola: Maíz; papa; trigo; zapallo; lacayote; arbeja; haba y forraje,,0,42182838-bc05-4601-9f5b-7b14c3f59b9a
2012-0173,29553,Granizada,03,COCHABAMBA,0304,Esteban Arze,030402,Anzaldo,OTB's 1;2;3;4;5;6,2012,3,22,0,Condiciones atmosféricas,,Defensa Civil; VALI-066/12-0,,,,0,0,0,0,0,380,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,Afecto produccion agricola,,0,32e000f4-a90b-4f3e-be92-c236685d2357
2012-0174,29554,Granizada,03,COCHABAMBA,0308,German Jordan,030802,Toko,Siches; Suncho; Pulpera,2012,3,22,1,Condiciones atmosféricas,,Defensa Civil; VALI-067/12-0,,,,0,0,0,0,0,550,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Afectacion de produccion agricola: maiz; arbeja; trigo; alfalfa; haba; quinua y forraje,,0,acdc1d3c-1d86-4110-a0bb-ac3d3751a1c1
2012-0175,29555,Inundación,03,COCHABAMBA,0307,Capinota,030703,Sicaya,Alcani; Tierras San Isidro; Wacaplaz; Sotasa; Corata; Nueva ,2012,3,22,1,Desbordamiento,Desborde de río por Granizada; que anego comunidades,Defensa Civil; VALI-073/12-0,,,,0,0,0,0,0,3250,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Perdida de produccion agricola,,0,c69b7034-69e7-4a6b-b591-44c1c6910156
2012-0176,29556,Sequía,07,SANTA CRUZ,0708,Valle Grande,070801,Vallegrande,Guadalupe,2012,3,23,60,Sequía,Déficit de precipitación,Defensa Civil; VALI-064/12-0,,,,0,0,0,0,0,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Perdida de cultivos de maíz; papa; hortalizas; pastizales (forraje) para el ganado,,0,997f803b-2354-488d-a8b2-e8a09b4a3f68
2012-0177,29557,Inundación,09,PANDO,0902,Manuripi,090202,San Pedro (Conquista),Cayusal,2012,3,23,2,Desbordamiento,Desborde del río,Defensa Civil; VALI-115/12-0,,,,0,0,0,0,9,275,0,0,0,0,0,0,0,24,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,Afecto produccion agricola: cacao; plátano; yuca; arroz; maíz; en un 50%,,0,70d00365-bfe1-4489-bcdd-e805fc044b84
2012-0178,29558,Inundación,03,COCHABAMBA,0310,Chapare,031003,Villa Tunari,Norte Potosi ''A''; Norte Potosi ''B''; Eduardo Abaroa; Agra,2012,3,26,3,Lluvias,Intensas lluvias,Defensa Civil; VALI-068/12-0,,,,0,0,0,0,0,1390,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Afecto produccion agricola,,0,3dbf093d-787b-41cb-aea2-0e008d146939
2012-0179,29559,Inundación,02,LA PAZ,0206,Larecaja,020605,Combaya,Ticamblaya; Sorejaya; Combaya; Huaycho,2012,3,26,15,Lluvias,Intensas lluvias,Defensa Civil; EDAN-071/12-0,,,,0,0,0,0,0,1480,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Perdida de produccion agrigola; encontrandose en putrefaccion (papa),,0,0dc860a7-05a1-42d0-a6c6-8ba9138bd512
2012-0180,29560,Inundación,03,COCHABAMBA,0313,Mizque,031301,Mizque,Achumani; Tirantes; San Vicente; Khinal; Sub Central Santiag,2012,3,27,1,Desbordamiento,Desborde de río por Granizada; que anego comunidades,Defensa Civil; VALI-065/12-0,,,,0,0,0,0,0,3755,0,0,0,0,0,0,0,841,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,Afecto produccion agricola,,0,16468aba-86de-4f22-89d0-a97ace0148a9
2012-0181,29561,Inundación,08,BENI,0803,Gral. Jose Ballivian,080302,San Borja,El Cedral; Chacal; Pto Triunfo; Turindi; Chaco Brasil; San J,2012,3,29,1,Desbordamiento,Desborde de río Maniqui y Colorado,Defensa Civil; VALI-114/12-0,,,,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,Afecto produccion agricola,,0,8241bee0-ccd1-45aa-af30-9502f55f53d3
2012-0182,29562,Inundación,03,COCHABAMBA,0310,Chapare,031003,Villa Tunari,Santa Rosa del Isiboro; Nueva Esperanza; Fátima de las Pampi,2012,3,30,60,Desbordamiento,Desborde de ríos y lluvias,Defensa Civil; VALI-095/12-0,,,,0,0,0,0,40,4150,0,0,0,0,0,0,0,327,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Afecto producción agricola y viviendas rusticas,,0,82a78545-866f-43fa-b3ec-e517fba15094
2012-0183,29563,Sequía,07,SANTA CRUZ,0709,Florida,070904,Quirusillas,Rancho Monte grande; La Rasete; UE Juana Azueduy de Padilla;,2012,3,30,60,Sequía,Déficit de precipitación,Defensa Civil; VALI-170/12-0,,,,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Falta de Agua para consumo humano,,0,d67ac843-5c5a-4140-b3bf-c21843f2ce41
2012-0184,29564,Helada,02,LA PAZ,0201,Murillo,020102,Palca,Huarimutuhuaya,2012,4,1,94,Condiciones atmosféricas,,Defensa Civil; EDAN-089/12-0,,,,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cultivos afectados,,0,564d9c0d-c210-4ee5-b883-526237dd9638
2012-0185,29565,Sequía,07,SANTA CRUZ,0707,Cordillera,070705,Gutierrez,Eyti; Kapirenda; Pampa Yuro; Paja Colorada; Pozo Riva; Sinai,2012,4,1,150,Sequía,Condiciones climáticas,Defensa Civil; VALI-146/12-0,,,,0,0,0,0,0,8930,0,0,0,0,0,0,0,12502,430,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,falta de agua para consumo humano y para ganado; asimismo para riego,,0,c47dc836-0e76-4dfe-8ec3-9e1436af4f18
2012-0186,29566,Vientos fuertes,01,CHUQUISACA,0105,Hernando Siles,010501,Monteagudo,Barrios urbanos,2012,4,2,1,Condiciones atmosféricas,,Defensa Civil; RAD 191/12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Vientos fuertes afectaron viviendas del área urbana del municipio,,0,be9e7b06-057d-4174-aa42-b79ef5d11952
2012-0187,29567,Inundación,02,LA PAZ,0206,Larecaja,020607,Mapiri,Charopampa,2012,4,6,4,Lluvias,Intensas lluvias,Defensa Civil; EDAN-080/12-0,,,,0,0,0,0,0,2460,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Afecto produccion agricola en 75%,,0,7045acc9-1f03-4397-ab84-f722644ab605
2012-0188,29568,Vientos fuertes,02,LA PAZ,0217,Manco Kapac,021701,Copacabana,Copacabana,2012,4,9,1,Condiciones atmosféricas,,Defensa Civil; RAD,,,Embarcaciones menores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,En horas de la noche se produjeron vientos fuertes que afectaron los atracaderos de embarcaciones menores y afectaron tambien a algunas islas artificiales del sector,,0,523f1a8b-9eaa-451c-a02e-c6aceba18d85
2012-0189,29569,Tormenta eléctrica,02,LA PAZ,0208,Ingavi,020801,Viacha,Viacha,2012,4,10,1,Condiciones atmosféricas,,GOB-LP,,,,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Javier Rosales; de 17 años; falleció tras haber recibido una  descarga eléctrica de un rayo a hrs 17:00; cuando se desató una tormenta electrica,,0,fb107e10-48d0-4570-b8d6-ab021991c01c
2012-0190,29570,Helada,04,ORURO,0412,Sur Carangas,041202,Belen de Andamarca,16 comunidades,2012,4,15,60,Condiciones atmosféricas,,Defensa Civil; VALI-099/12-0,,,,0,0,0,0,0,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Afectó 65% de cultivos de papa; quinua; kañawa; pastizales,,0,6402d5fd-d010-4a9c-9387-ac96c98e39ef
2012-0191,29571,Granizada,05,POTOSI,0504,Chayanta,050402,Ravelo,Pampas de Ravelo; Qhusi Wata; Arachaca; Quivi Quivi; Chaquir,2012,4,15,25,Condiciones atmosféricas,,Defensa Civil; VALI-100/12-0,,,,0,0,0,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Afectó 80% de cultivos de papa; oca; cabada; trigo; haba,,0,81b72dfe-6969-4131-b001-a8dc6315f83a
2012-0192,29572,Helada,04,ORURO,0408,Ladislao Cabrera,040802,Pampa Aullagas,19 comunidades,2012,4,15,30,Condiciones atmosféricas,,Defensa Civil; VALI-103/12-0,,,,0,0,0,0,0,2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Afectó 50% de cultivos de papa; quinua,,0,1177a08d-5665-4f55-aebc-ddb0d0f7dd2e
2012-0193,29573,Helada,04,ORURO,0408,Ladislao Cabrera,040801,Salinas de Garci Mendoza,19 Comunidaes,2012,4,15,30,Condiciones atmosféricas,,Defensa Civil; VALI-104/12-0,,,,0,0,0,0,0,3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Afectó 70% de cultivos de papa; quinua,,0,072e230f-a089-4e76-8163-a786ba62e8d8
2012-0194,29574,Sequía,02,LA PAZ,0203,Pacajes,020303,Calacoto,Contorno Calacoto; Collana A; Collana B; Sora; Ninoca; Copac,2012,5,1,60,Sequía,Sequia; helada,Defensa Civil; EDAN-090/12-0,,,,0,0,0,0,0,7560,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Perdida en produccion de quinua; cebada; papa; forraje pastoreo de bovinos y ovinos,,0,c0af8bd6-89ef-42c5-a719-6e1f341339ab
2012-0195,29575,Helada,02,LA PAZ,0213,Aroma,021305,Patacamaya,Cochinitos,2012,5,1,72,Condiciones atmosféricas,,Defensa Civil; EDAN-091/12-0,,,,0,0,0,0,0,325,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Helada e Inundación por filtraciones de aguas subterraneas,,0,d2144e45-3318-43e7-ac39-52b7f21ee9d2
2012-0196,29576,Sequía,06,TARIJA,0603,Gran Chaco,060301,Yacuiba,18 comunidades,2012,5,1,30,Sequía,Condiciones climáticas,Defensa Civil; VALI-107/12-0,,,,0,0,0,0,0,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Afecto produccion agricola y ganadera en 60 %,,0,df241b4a-4850-431f-aefc-0d5e41fbc307
2012-0197,29577,Granizada,06,TARIJA,0601,Cercado,060101,Tarija,Yesera San Sebastían,2012,5,5,1,Condiciones atmosféricas,,Defensa Civil; VALI-089/12-0,,,,0,0,0,0,0,245,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pérdida de 80% de cultivos de papa y maíz,,0,b50d3a30-39a1-446c-9cf0-0642e6a3a07a
2012-0198,29578,Inundación,08,BENI,0806,Marban,080602,San Andres,Monte Cristo; Manguita; Cotoca de Rio Ibare; Isiga; Tajibote,2012,5,8,15,Lluvias,Fuerte lluvia,Defensa Civil; VALI-129/12-0,,,,0,0,0,0,400,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,Cultivos de maiz; yuca; frejol; plátano; citircos; forraje  y ganado,,0,8afdaf30-2f5d-4148-9ab8-f7a0a614a542
2012-0199,29579,Granizada,03,COCHABAMBA,0302,Campero,030201,Aiquile,Antonio; Santa Maria; Cajones Sotopujyo; Cañada; Rumi Corral,2012,5,12,1,Condiciones atmosféricas,,Defensa Civil; VALI-090/12-0,,,,0,0,0,0,0,5160,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Afectacion en cultivos de la region,,0,aba1bbcf-846a-40e8-ac28-ed16f02cf6f4
2012-0200,29580,Granizada,03,COCHABAMBA,0313,Mizque,031301,Mizque,Tupaj Yuraj; Laguna Chica; Laguna Grande; Rosas Mayu; Yatun ,2012,5,12,1,Condiciones atmosféricas,,Defensa Civil; VALI-091/12-0,,,,0,0,0,0,0,6125,0,0,0,0,0,0,0,1765,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Afectacion en cultivos de la region,,0,11d42d5c-433a-4c48-ada9-d23afa98aa1b
2012-0201,29581,Granizada,03,COCHABAMBA,0302,Campero,030203,Omereque,Tarco Pampa; Palacios; Pacay; Chafra; Corral; Kiñal; Real; S,2012,5,12,1,Condiciones atmosféricas,,Defensa Civil; VALI-109/12-0,,,,0,0,0,0,0,1510,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Afectacion en cultivos de la region,,0,3db9ae1e-255c-4415-ba27-17e925f5b57c
